彭宇行	国机集团	四川省 副省长 	彭宇行 	， 	国机 集团 	总经理 、 党委 副书记 张晓仑 ， 德阳市 代 市长 何礼等 陪同 调研 	四川省/NR 副省长/NN 	彭宇行/NR 	，/PU 	国机/NR 集团/NN 	总经理/NN 、/PU 党委/NN 副书记/NN 张晓仑/NR ，/PU 德阳市/NR 代/VV 市长/NN 何礼等/NR 陪同/VV 调研/VV 
王勇	葛洲坝国际工程公司	 	王勇 	近期 先后 来到 中 移动 通信 研究院 、 中国 建筑 设计院 、 北京 航材 院 、 中海 油 应急 中心 、 	葛洲坝 国际 工程 公司 	等 企业 基层 调研 ， 了解 企业 生产 经营 、 深化 改革 、 科研 创新 、 安全 生产 和 党的建设 情况 ， 与 一 线 员工 深入 交流 ， 听取 意见 建议 	 	王勇/NR 	近期/NT 先后/AD 来到/VV 中/LC 移动/VV 通信/NN 研究院/NN 、/PU 中国/NR 建筑/NN 设计院/NN 、/PU 北京/NR 航材/NN 院/NN 、/PU 中海/NR 油/NN 应急/NN 中心/NN 、/PU 	葛洲坝/NR 国际/NN 工程/NN 公司/NN 	等/P 企业/NN 基层/NN 调研/VV ，/PU 了解/VV 企业/NN 生产/NN 经营/NN 、/PU 深化/VV 改革/NN 、/PU 科研/NN 创新/NN 、/PU 安全/NN 生产/NN 和/CC 党的建设/NN 情况/NN ，/PU 与/P 一/CD 线/NN 员工/NN 深入/AD 交流/VV ，/PU 听取/VV 意见/NN 建议/VV 
贾立克	中交集团	国资委 产权 管理局 局长 	贾立克 	、 国际 合作局 局长 殷长波 、 规划 发展局 副局长 孟华强 、 中广 核 办公厅 主任 胡光耀 、 铀业 公司 总经理 安军靖 、 斯科 公司 总经理 蔡于胜 、 	中 交 集团 	副总经理 王海怀 等 一同 参加 调研 和 座谈 	国资委/NN 产权/NN 管理局/NN 局长/NN 	贾立克/NR 	、/PU 国际/NN 合作局/NN 局长/NN 殷长波/NR 、/PU 规划/NN 发展局/NN 副局长/NN 孟华强/NR 、/PU 中广/NR 核/NN 办公厅/NN 主任/NN 胡光耀/NR 、/PU 铀业/NN 公司/NN 总经理/NN 安军靖/NR 、/PU 斯科/NR 公司/NN 总经理/NN 蔡于胜/NR 、/PU 	中/NR 交/VV 集团/NN 	副总经理/NN 王海怀/NR 等/ETC 一同/AD 参加/VV 调研/NN 和/CC 座谈/NN 
斯科公司	蔡于胜	国资委 产权 管理局 局长 贾立克 、 国际 合作局 局长 殷长波 、 规划 发展局 副局长 孟华强 、 中广 核 办公厅 主任 胡光耀 、 铀业 公司 总经理 安军靖 、 	斯科 公司 	总经理 	蔡于胜 	、 中 交 集团 副总经理 王海怀 等 一同 参加 调研 和 座谈 	国资委/NN 产权/NN 管理局/NN 局长/NN 贾立克/NR 、/PU 国际/NN 合作局/NN 局长/NN 殷长波/NR 、/PU 规划/NN 发展局/NN 副局长/NN 孟华强/NR 、/PU 中广/NR 核/NN 办公厅/NN 主任/NN 胡光耀/NR 、/PU 铀业/NN 公司/NN 总经理/NN 安军靖/NR 、/PU 	斯科/NR 公司/NN 	总经理/NN 	蔡于胜/NR 	、/PU 中/NR 交/NN 集团/NN 副总经理/NN 王海怀/NR 等/ETC 一同/AD 参加/VV 调研/NN 和/CC 座谈/NN 
胡顺彬	建工集团	1月 18日 ， 省 国资委 副主任 王晓昀 到 粤 水电 承建 的 粤东 区域 重点 工程 练 江 流域 环保 整治 工程 项目 调研 ， 潮 南区 区委 常委 、 常务 副区长 王楚彬 、 总 承包 事业部 副总经理 	胡顺彬 	、 粤海 水 务 集团 总经理 谭奇峰 、 	建工 集团 	副总经理 黄瑛鹏 、 粤 水电 副总经理 王伟导 、 副总工程师 、 工程 管理部 经理 石爱军 及 工程 建设 公司 粤东 区域 重点 工程 项目 部 相关 人员 参加 调研 	1月/NT 18日/NT ，/PU 省/NN 国资委/NN 副主任/NN 王晓昀/NR 到/VV 粤/NR 水电/NN 承建/VV 的/DEC 粤东/NR 区域/NN 重点/NN 工程/NN 练/VV 江/NR 流域/NN 环保/NN 整治/NN 工程/NN 项目/NN 调研/VV ，/PU 潮/NN 南区/NR 区委/NN 常委/NN 、/PU 常务/JJ 副区长/NN 王楚彬/NR 、/PU 总/JJ 承包/NN 事业部/NN 副总经理/NN 	胡顺彬/NR 	、/PU 粤海/NR 水/NN 务/VV 集团/NN 总经理/NN 谭奇峰/NR 、/PU 	建工/NR 集团/NN 	副总经理/NN 黄瑛鹏/NR 、/PU 粤/NR 水电/NN 副总经理/NN 王伟导/NR 、/PU 副总工程师/NN 、/PU 工程/NN 管理部/NN 经理/NN 石爱军/NR 及/CC 工程/NN 建设/NN 公司/NN 粤东/NR 区域/NN 重点/NN 工程/NN 项目/NN 部/NN 相关/JJ 人员/NN 参加/VV 调研/NN 
炼化公司	李军	6月 12日 ， 根据 第十七 次 陕北 高端 能源 化工 基地 建设 座谈会 会议 议程 安排 ， 陕西省 副省长 方光华 、 延安市 市长 薛占海 ， 调研 延长 石油 	炼化 公司 	延长 油田 伴生气 资源 利用 项目 建设 情况 ， 延长县 相关 领导 ， 延长 石油 集团 公司 总 工程师 扈广法 ， 	李军 	 	6月/NT 12日/NT ，/PU 根据/P 第十七/OD 次/M 陕北/NR 高端/NN 能源/NN 化工/NN 基地/NN 建设/NN 座谈会/NN 会议/NN 议程/NN 安排/NN ，/PU 陕西省/NR 副省长/NN 方光华/NR 、/PU 延安市/NR 市长/NN 薛占海/NR ，/PU 调研/VV 延长/VV 石油/NN 	炼化/NN 公司/NN 	延长/VV 油田/NN 伴生气/NN 资源/NN 利用/NN 项目/NN 建设/NN 情况/NN ，/PU 延长县/NR 相关/JJ 领导/NN ，/PU 延长/VV 石油/NN 集团/NN 公司/NN 总/JJ 工程师/NN 扈广法/NN ，/PU 	李军/NR 	 
翁杰明	中核集团	 	翁杰明 	到 青海省 海北 州 我国 第一 个 核武器 研制 基地 调研 ， 参观 了 原 221 厂 地下 指挥部 中心 、 原子城 纪念馆 ， 听取 了 	中核 集团 	有关 工作 情况 汇报 	 	翁杰明/NR 	到/P 青海省/NR 海北/NR 州/NN 我国/NN 第一/OD 个/M 核武器/NN 研制/NN 基地/NN 调研/VV ，/PU 参观/VV 了/AS 原/JJ 221/CD 厂/NN 地下/NN 指挥部/NN 中心/NN 、/PU 原子城/NN 纪念馆/NN ，/PU 听取/VV 了/AS 	中核/NN 集团/NN 	有关/P 工作/NN 情况/NN 汇报/VV 
肖亚庆	南航集团	12月 3日 、 4 日 ， 国务院 国资委 主任 	肖亚庆 	赴 广东 到 	南航 集团 	、 南方 电网 调研 ， 强调 要 坚决 完成 全 年 预定 目标 ， 深化 改革 创办 世界 一流 企业 	12月/NT 3日/NT 、/PU 4/CD 日/M ，/PU 国务院/NN 国资委/NN 主任/NN 	肖亚庆/NR 	赴/VV 广东/NR 到/VV 	南航/NR 集团/NN 	、/PU 南方/NN 电网/NN 调研/VV ，/PU 强调/VV 要/VV 坚决/AD 完成/VV 全/DT 年/M 预定/JJ 目标/NN ，/PU 深化/VV 改革/NN 创办/VV 世界/NN 一流/JJ 企业/NN 
刘凯	四川省企业家协会	全国 工商联 副主席 、 四川省 政协 副主席 、 省 工商联 主席 陈放 先生 ， 中国 会展 经济 研究会 会长 袁再清 先生 ， 四川省 国资委 党委 委员 、 副主任 秦明 先生 ， 四川省 知识 产权局 副局长 杨早林 先生 ， 四川省 工商 行政 管理局 商标 分局 局长 周广平 先生 ， 四川省 发展 和 改革 委员会 调研员 张亚敏 女士 ， 四川省 经济 和 信息化 委员会 副 调研员 	刘凯 	先生 ， 省企联 特邀 副 会长 、 省政协 原 常委 、 省 农业厅 原 常务 副厅长 傅志康 先生 ， 省企联 特邀 副 会长 、 省政府 原 副秘书长 张晋川 先生 ， 省企联 顾问 、 省人大 常委会 法制 工作 委员会 原 主任 杨文 先生 ， 省企联 顾问 、 省 国 安厅 原 常务 副厅长 马方 元 先生 ， 省企联 顾问 、 省 国资委 原 副主任 李继郁 先生 ， 四川省 企业 联合会 、 	四川省 企业家 协会 	副会长 兼 秘书长 梁勤 先生 ， 四川省 质量 协会 驻 会 副会长 罗召贵 先生 等 领导 及 相关 政府 部门 负责人 出席 大会 	全国/NN 工商联/NN 副主席/NN 、/PU 四川省/NR 政协/NN 副主席/NN 、/PU 省/NN 工商联/NN 主席/NN 陈放/NR 先生/NN ，/PU 中国/NR 会展/NN 经济/NN 研究会/NN 会长/NN 袁再清/NR 先生/NN ，/PU 四川省/NR 国资委/NN 党委/NN 委员/NN 、/PU 副主任/NN 秦明/NR 先生/NN ，/PU 四川省/NR 知识/NN 产权局/NN 副局长/NN 杨早林/NR 先生/NN ，/PU 四川省/NR 工商/NN 行政/NN 管理局/NN 商标/NN 分局/NN 局长/NN 周广平/NR 先生/NN ，/PU 四川省/NR 发展/NN 和/CC 改革/NN 委员会/NN 调研员/NN 张亚敏/NR 女士/NN ，/PU 四川省/NR 经济/NN 和/CC 信息化/NN 委员会/NN 副/JJ 调研员/NN 	刘凯/NR 	先生/NN ，/PU 省企联/NN 特邀/JJ 副/JJ 会长/NN 、/PU 省政协/NN 原/JJ 常委/NN 、/PU 省/NN 农业厅/NN 原/JJ 常务/JJ 副厅长/NN 傅志康/NR 先生/NN ，/PU 省企联/NN 特邀/JJ 副/JJ 会长/NN 、/PU 省政府/NN 原/JJ 副秘书长/NN 张晋川/NR 先生/NN ，/PU 省企联/NN 顾问/NN 、/PU 省人大/NR 常委会/NN 法制/NN 工作/NN 委员会/NN 原/JJ 主任/NN 杨文/NR 先生/NN ，/PU 省企联/NN 顾问/NN 、/PU 省/NN 国/NN 安厅/NN 原/AD 常务/JJ 副厅长/NN 马方/NR 元/NR 先生/NN ，/PU 省企联/NN 顾问/NN 、/PU 省/NN 国资委/NN 原/JJ 副主任/NN 李继郁/NR 先生/NN ，/PU 四川省/NR 企业/NN 联合会/NN 、/PU 	四川省/NR 企业家/NN 协会/NN 	副会长/NN 兼/CC 秘书长/NN 梁勤/NR 先生/NN ，/PU 四川省/NR 质量/NN 协会/NN 驻/VV 会/VV 副会长/NN 罗召贵/NR 先生/NN 等/ETC 领导/NN 及/CC 相关/JJ 政府/NN 部门/NN 负责人/NN 出席/VV 大会/NN 
中国水环境集团	韩	封面 故事 “ 	中国 水 环境 集团 	就 像 一 个 漂亮 的 女子 最大 的 困难 就 是 追求 的 人 太 多 ” 2018年 12月 国投 成功 并购 	韩 	 	封面/NN 故事/NN “/PU 	中国/NR 水/NN 环境/NN 集团/NN 	就/AD 像/P 一/CD 个/M 漂亮/VA 的/DEC 女子/NN 最大/JJ 的/DEG 困难/NN 就/AD 是/VC 追求/VV 的/DEC 人/NN 太/AD 多/VA ”/PU 2018年/NT 12月/NT 国投/NR 成功/AD 并购/VV 	韩/NR 	 
丁正锋	省建设集团有限公司	省 国资委 规划 发展 改革 处 	丁正锋 	、 政策 法规 与 公司 治理 处 王恒 、 财务 监管 与 考核 分配处 丁小琳 ， 	省 建设 集团 有限 公司 	唐群杰 、 省 建设 项目 规划 设计 研究院 夏勇 开 一同 参与 了 调研 	省/NN 国资委/NN 规划/NN 发展/VV 改革/NN 处/NN 	丁正锋/NR 	、/PU 政策/NN 法规/NN 与/CC 公司/NN 治理/NN 处/NN 王恒/NR 、/PU 财务/NN 监管/NN 与/CC 考核/NN 分配处/NN 丁小琳/NR ，/PU 	省/NN 建设/NN 集团/NN 有限/JJ 公司/NN 	唐群杰/NR 、/PU 省/NN 建设/NN 项目/NN 规划/NN 设计/VV 研究院/NN 夏勇/NN 开/VV 一同/AD 参与/VV 了/AS 调研/NN 
郝鹏	大众公司	 	郝鹏 	首先 来到 中国 一汽 ， 深入 企业 展馆 、 红旗 工厂 、 一汽 - 	大众 公司 	、 电子 实验室 、 研发 总院 等 调研 ， 认真 听取 企业 艰苦 奋斗 的 创业史 及 改革 发展 最新 进展 ， 深入 党建 活动室 了解 企业 党建 工作 成效 ， 调研 新 产品 及 研发 创新 体系 ， 体验 自动 驾驶 汽车 ， 对 企业 大刀阔斧 抓 改革 、 再 创业 的 干劲 激情 给予 充分 肯定 	 	郝鹏/NR 	首先/AD 来到/VV 中国/NR 一汽/NR ，/PU 深入/VV 企业/NN 展馆/NN 、/PU 红旗/NN 工厂/NN 、/PU 一汽/NR -/PU 	大众/NN 公司/NN 	、/PU 电子/NN 实验室/NN 、/PU 研发/NN 总院/NN 等/ETC 调研/NN ，/PU 认真/AD 听取/VV 企业/NN 艰苦/AD 奋斗/VV 的/DEC 创业史/NN 及/CC 改革/NN 发展/NN 最新/JJ 进展/NN ，/PU 深入/AD 党建/NN 活动室/NN 了解/VV 企业/NN 党建/NN 工作/NN 成效/NN ，/PU 调研/VV 新/JJ 产品/NN 及/CC 研发/NN 创新/NN 体系/NN ，/PU 体验/NN 自动/AD 驾驶/VV 汽车/NN ，/PU 对/P 企业/NN 大刀阔斧/VV 抓/VV 改革/NN 、/PU 再/AD 创业/VV 的/DEC 干劲/NN 激情/NN 给予/VV 充分/JJ 肯定/NN 
周铁根	常青生物科技有限公司	调研 期间 ， 	周铁根 	先后 来到 	常青 生物 科技 有限 公司 	和 天 勤 彩色 包装 有限 公司 ， 详细 了解 企业 的 生产 经营 和 改革 发展 等 情况 ， 勉励 企业 要 进一步 解放 思想 、 改革 创新 ， 聚焦 市场 需求 、 提高 产品 质量 、 加快 产业 升级 ， 不断 推动 企业 做大做强 ， 并 叮嘱 当地 有关 部门 落实 政策 、 做好 服务 ， 切实 帮助 企业 解决 各 类 难题 ， 全力以赴 支持 民营 经济 发展 	调研/NN 期间/NN ，/PU 	周铁根/NR 	先后/AD 来到/VV 	常青/JJ 生物/NN 科技/NN 有限/JJ 公司/NN 	和/P 天/NN 勤/AD 彩色/JJ 包装/NN 有限/JJ 公司/NN ，/PU 详细/AD 了解/VV 企业/NN 的/DEG 生产/NN 经营/NN 和/CC 改革/NN 发展/NN 等/ETC 情况/NN ，/PU 勉励/VV 企业/NN 要/VV 进一步/AD 解放/VV 思想/NN 、/PU 改革/NN 创新/NN ，/PU 聚焦/VV 市场/NN 需求/NN 、/PU 提高/VV 产品/NN 质量/NN 、/PU 加快/VV 产业/NN 升级/NN ，/PU 不断/AD 推动/VV 企业/NN 做大做强/VV ，/PU 并/CC 叮嘱/NN 当地/NN 有关/JJ 部门/NN 落实/VV 政策/NN 、/PU 做好/VV 服务/NN ，/PU 切实/AD 帮助/VV 企业/NN 解决/VV 各/DT 类/M 难题/NN ，/PU 全力以赴/VV 支持/VV 民营/JJ 经济/NN 发展/NN 
张秀兰	水利投资集团有限公司	本报讯 （ 首席 记者 颜宏幸 ） 为 加快 推进 州 属 国有 企业 改革 ， 推动 国有 资产 资源 高效 整合 重组 ， 6月 14日 ， 州委 书记 童志云 ， 州委 副书记 、 州长 	张秀兰 	深入 州 交通 投资 建设 集团 有限 公司 、 	水利 投资 集团 有限 公司 	、 城乡 开发 投资 有限 公司 、 土地 开发 投资 有限 公司 进行 专题 调研 ， 并 召开 座谈会 ， 分析 当前 全州 国有 企业 改革 推进 中 存在 的 困难 和 问题 ， 对 深化 州 属 国有 企业 改革 工作 进行 再 安排 、 再 部署 	本报讯/NR （/PU 首席/JJ 记者/NN 颜宏幸/NR ）/PU 为/P 加快/VV 推进/VV 州/NN 属/VV 国有/JJ 企业/NN 改革/NN ，/PU 推动/VV 国有/JJ 资产/NN 资源/NN 高效/AD 整合/VV 重组/VV ，/PU 6月/NT 14日/NT ，/PU 州委/NN 书记/NN 童志云/NR ，/PU 州委/NN 副书记/NN 、/PU 州长/NN 	张秀兰/NR 	深入/AD 州/NN 交通/NN 投资/NN 建设/NN 集团/NN 有限/JJ 公司/NN 、/PU 	水利/NN 投资/NN 集团/NN 有限/JJ 公司/NN 	、/PU 城乡/NN 开发/NN 投资/NN 有限/JJ 公司/NN 、/PU 土地/NN 开发/NN 投资/NN 有限/JJ 公司/NN 进行/VV 专题/NN 调研/NN ，/PU 并/CC 召开/VV 座谈会/NN ，/PU 分析/VV 当前/NT 全州/NR 国有/JJ 企业/NN 改革/NN 推进/VV 中/LC 存在/VV 的/DEC 困难/NN 和/CC 问题/NN ，/PU 对/P 深化/VV 州/NN 属/VV 国有/JJ 企业/NN 改革/NN 工作/NN 进行/VV 再/AD 安排/VV 、/PU 再/AD 部署/VV 
西安环球印务公司	许启政	参观 调研 西安 杨森 新 工厂 参观 调研 	西安 环球 印务 公司 	参观 调研 陕药 控股 派昂 医药 公司 3月 22日 现场 调研 后 ， 省 国资委 副主任 孙喜民 主持 召开 了 座谈会 ， 省 国资委 主任 任国 、 陕西 医药 协会 秘书长 丰雷 、 陕西 中医药 大学 副 校长 唐 志书 、 西安 国际 港务区 管委会 副主任 苏 国峰 、 安康市 国资委 主任 	许启政 	及 陕药 集团 领导 班子 全体 成员 参加 了 会议 	参观/VV 调研/VV 西安/NR 杨森/NR 新/JJ 工厂/NN 参观/VV 调研/VV 	西安/NR 环球/NR 印务/NN 公司/NN 	参观/VV 调研/VV 陕药/NR 控股/NN 派昂/NR 医药/NN 公司/NN 3月/NT 22日/NT 现场/NN 调研/VV 后/LC ，/PU 省/NN 国资委/NN 副主任/NN 孙喜民/NR 主持/VV 召开/VV 了/AS 座谈会/NN ，/PU 省/VV 国资委/NN 主任/NN 任国/NR 、/PU 陕西/NR 医药/NN 协会/NN 秘书长/NN 丰雷/NR 、/PU 陕西/NR 中医药/NN 大学/NN 副/JJ 校长/NN 唐/NR 志书/NN 、/PU 西安/NR 国际/NN 港务区/NR 管委会/NN 副主任/NN 苏/NR 国峰/NN 、/PU 安康市/NR 国资委/NN 主任/NN 	许启政/NR 	及/CC 陕药/NR 集团/NN 领导/NN 班子/NN 全体/DT 成员/NN 参加/VV 了/AS 会议/NN 
李锦	青岛双星集团	国企 改革 40 年 的 回顾 （ 4 、 5 ） 在 中央 决定 70 天 前 拿出 市场 经济 模型 	李锦 	今天 发表 对 国企 改革 40 年 回顾 《 “ 南巡 讲话 ” 之后 对 双星 集团 的 调研 》 第 4 、 5 小节 ， 重点 写 的 是 邓小平 “ 南巡 讲话 ” 到 十四 大 前在 	青岛 双星 集团 	调研 过程 	国企/NN 改革/NN 40/CD 年/M 的/DEG 回顾/NN （/PU 4/CD 、/PU 5/CD ）/PU 在/P 中央/NN 决定/VV 70/CD 天/M 前/LC 拿出/VV 市场/NN 经济/NN 模型/NN 	李锦/NR 	今天/NT 发表/VV 对/P 国企/NN 改革/NN 40/CD 年/M 回顾/VV 《/PU “/PU 南巡/VV 讲话/NN ”/PU 之后/LC 对/P 双星/NR 集团/NN 的/DEG 调研/NN 》/PU 第/OD 4/CD 、/PU 5/CD 小节/NN ，/PU 重点/AD 写/VV 的/DEC 是/VC 邓小平/NR “/PU 南巡/VV 讲话/NN ”/PU 到/VV 十四/CD 大/JJ 前在/NN 	青岛/NR 双星/NR 集团/NN 	调研/NN 过程/NN 
双星集团	邓小平	国企 改革 40 年 的 回顾 （ 4 、 5 ） 在 中央 决定 70 天 前 拿出 市场 经济 模型 李锦 今天 发表 对 国企 改革 40 年 回顾 《 “ 南巡 讲话 ” 之后 对 	双星 集团 	的 调研 》 第 4 、 5 小节 ， 重点 写 的 是 	邓小平 	“ 南巡 讲话 ” 到 十四 大 前 在 青岛 	国企/NN 改革/NN 40/CD 年/M 的/DEG 回顾/NN （/PU 4/CD 、/PU 5/CD ）/PU 在/P 中央/NN 决定/VV 70/CD 天/M 前/LC 拿出/VV 市场/NN 经济/NN 模型/NN 李锦/NR 今天/NT 发表/VV 对/P 国企/NN 改革/NN 40/CD 年/M 回顾/VV 《/PU “/PU 南巡/VV 讲话/NN ”/PU 之后/LC 对/VA 	双星/NR 集团/NN 	的/DEG 调研/NN 》/PU 第/OD 4/CD 、/PU 5/CD 小节/NN ，/PU 重点/AD 写/VV 的/DEC 是/VC 	邓小平/NR 	“/PU 南巡/VV 讲话/NN ”/PU 到/VV 十四/CD 大/JJ 前/JJ 在/P 青岛/NR 
曹海燕	河北建投集团	2月 21日 ， 由 河北省 国资委 党委 副书记 	曹海燕 	带队 ， 河 钢 集团 党委 副书记 李炳军 、 河北 建工 集团 党委 副书记 张庆虎 ， 河北省 国资委 党建处 、 改革 改组 处 ， 	河北 建 投 集团 	有关 人员 组成 的 调研组 来 公司 ， 就 公司 党建 工作 情况 进行 专题 调研 	2月/NT 21日/NT ，/PU 由/P 河北省/NR 国资委/NN 党委/NN 副书记/NN 	曹海燕/NR 	带队/VV ，/PU 河/NN 钢/NN 集团/NN 党委/NN 副书记/NN 李炳军/NR 、/PU 河北/NR 建工/NR 集团/NN 党委/NN 副书记/NN 张庆虎/NR ，/PU 河北省/NR 国资委/NN 党建处/NN 、/PU 改革/NN 改组/NN 处/NN ，/PU 	河北/NR 建/VV 投/NN 集团/NN 	有关/JJ 人员/NN 组成/VV 的/DEC 调研组/NN 来/MSP 公司/NN ，/PU 就/AD 公司/NN 党建/NN 工作/NN 情况/NN 进行/VV 专题/NN 调研/NN 
万达影视集团	茂军	作为 一 部 中小 成本 电影 ， 	万 达 影视 集团 	总裁 兼万 达 电影 总裁 曾 	茂军 	表示 ， 电影 在 制作 、 宣传 、 发行 过程 中 全程 精准 把 控 ， 在 项目 开发 前期 调研 以往 青春片 数据 ， 找到 目标 观众 并 进行 剧本 开发 ， 在 宣发 阶段 ， 针对 25 岁 以下 女性 人群 和 暑期 档 的 学生 群体 ， 通过 提前 学生 场 看 片 、 针对性 点映 、 口碑 以 观众 真情实感 的 表达 为 切入 点 ， 成功 让 更 多 的 观众 走进 电影院 	作为/P 一/CD 部/M 中小/JJ 成本/NN 电影/NN ，/PU 	万/CD 达/VV 影视/NN 集团/NN 	总裁/NN 兼万/NR 达/VV 电影/NN 总裁/NN 曾/AD 	茂军/NN 	表示/VV ，/PU 电影/NN 在/P 制作/NN 、/PU 宣传/NN 、/PU 发行/NN 过程/NN 中/LC 全程/AD 精准/VA 把/BA 控/NN ，/PU 在/P 项目/NN 开发/VV 前期/NN 调研/VV 以往/NT 青春片/NN 数据/NN ，/PU 找到/VV 目标/NN 观众/NN 并/CC 进行/VV 剧本/NN 开发/NN ，/PU 在/P 宣发/NN 阶段/NN ，/PU 针对/P 25/CD 岁/M 以下/LC 女性/NN 人群/NN 和/CC 暑期/NN 档/NN 的/DEG 学生/NN 群体/NN ，/PU 通过/P 提前/VV 学生/NN 场/NN 看/VV 片/NN 、/PU 针对性/NN 点映/VV 、/PU 口碑/NN 以/P 观众/NN 真情实感/VV 的/DEC 表达/NN 为/P 切入/VV 点/M ，/PU 成功/AD 让/VV 更/AD 多/VA 的/DEC 观众/NN 走进/VV 电影院/NN 
杨文	四川省企业联合会	全国 工商联 副主席 、 四川省 政协 副主席 、 省 工商联 主席 陈放 先生 ， 中国 会展 经济 研究会 会长 袁再清 先生 ， 四川省 国资委 党委 委员 、 副主任 秦明 先生 ， 四川省 知识 产权局 副局长 杨早林 先生 ， 四川省 工商 行政 管理局 商标 分局 局长 周广平 先生 ， 四川省 发展 和 改革 委员会 调研员 张亚敏 女士 ， 四川省 经济 和 信息化 委员会 副 调研员 刘凯 先生 ， 省企联 特邀 副 会长 、 省政协 原 常委 、 省 农业厅 原 常务 副厅长 傅志康 先生 ， 省企联 特邀 副 会长 、 省政府 原 副秘书长 张晋川 先生 ， 省企联 顾问 、 省人大 常委会 法制 工作 委员会 原 主任 	杨文 	先生 ， 省企联 顾问 、 省 国 安厅 原 常务 副厅长 马方 元 先生 ， 省企联 顾问 、 省 国资委 原 副主任 李继郁 先生 ， 	四川省 企业 联合会 	、 四川省 企业家 协会 副会长 兼 秘书长 梁勤 先生 ， 四川省 质量 协会 驻 会 副会长 罗召贵 先生 等 领导 及 相关 政府 部门 负责人 出席 大会 	全国/NN 工商联/NN 副主席/NN 、/PU 四川省/NR 政协/NN 副主席/NN 、/PU 省/NN 工商联/NN 主席/NN 陈放/NR 先生/NN ，/PU 中国/NR 会展/NN 经济/NN 研究会/NN 会长/NN 袁再清/NR 先生/NN ，/PU 四川省/NR 国资委/NN 党委/NN 委员/NN 、/PU 副主任/NN 秦明/NR 先生/NN ，/PU 四川省/NR 知识/NN 产权局/NN 副局长/NN 杨早林/NR 先生/NN ，/PU 四川省/NR 工商/NN 行政/NN 管理局/NN 商标/NN 分局/NN 局长/NN 周广平/NR 先生/NN ，/PU 四川省/NR 发展/NN 和/CC 改革/NN 委员会/NN 调研员/NN 张亚敏/NR 女士/NN ，/PU 四川省/NR 经济/NN 和/CC 信息化/NN 委员会/NN 副/JJ 调研员/NN 刘凯/NR 先生/NN ，/PU 省企联/NN 特邀/JJ 副/JJ 会长/NN 、/PU 省政协/NN 原/JJ 常委/NN 、/PU 省/NN 农业厅/NN 原/JJ 常务/JJ 副厅长/NN 傅志康/NR 先生/NN ，/PU 省企联/NN 特邀/JJ 副/JJ 会长/NN 、/PU 省政府/NN 原/JJ 副秘书长/NN 张晋川/NR 先生/NN ，/PU 省企联/NN 顾问/NN 、/PU 省人大/NR 常委会/NN 法制/NN 工作/NN 委员会/NN 原/JJ 主任/NN 	杨文/NN 	先生/NN ，/PU 省企联/NN 顾问/NN 、/PU 省/NN 国/NN 安厅/NN 原/AD 常务/JJ 副厅长/NN 马方/NR 元/NR 先生/NN ，/PU 省企联/NN 顾问/NN 、/PU 省/NN 国资委/NN 原/JJ 副主任/NN 李继郁/NR 先生/NN ，/PU 	四川省/NR 企业/NN 联合会/NN 	、/PU 四川省/NR 企业家/NN 协会/NN 副会长/NN 兼/CC 秘书长/NN 梁勤/NR 先生/NN ，/PU 四川省/NR 质量/NN 协会/NN 驻/VV 会/VV 副会长/NN 罗召贵/NR 先生/NN 等/ETC 领导/NN 及/CC 相关/JJ 政府/NN 部门/NN 负责人/NN 出席/VV 大会/NN 
河北港口集团	孟	河北省 政府 新闻办 新闻 发布 处 调研员 袁金辉 下面 请 	河北 港口 集团 	 	孟 	书记 作 介绍 	河北省/NR 政府/NN 新闻办/NN 新闻/NN 发布/VV 处/NN 调研员/NN 袁金辉/NR 下面/NN 请/VV 	河北/NR 港口/NN 集团/NN 	 	孟/NR 	书记/NN 作/VV 介绍/NN 
